Instrument,Account,Market pos.,Quantity,Entry price,Exit price,Entry time,Exit time,Profit,Commission
ES 03-25,SIM101,Short,1,4976.28,5007.72,2025-06-09 13:05:00,2025-06-09 15:38:00,-315.1,6.27
NQ 03-25,SIM101,Short,3,5001.15,4939.1,2025-06-10 07:07:00,2025-06-10 10:37:00,-314.01,4.18
ES 03-25,SIM101,Long,2,4953.05,5007.32,2025-06-10 14:06:00,2025-06-10 14:28:00,525.68,8.36
CL 03-25,SIM101,Short,2,4990.78,5015.17,2025-06-10 19:45:00,2025-06-10 21:26:00,-176.61,4.18
NQ 03-25,SIM101,Short,2,5120.82,5029.25,2025-06-10 21:58:00,2025-06-10 23:41:00,-291.17,6.27
NQ 03-25,SIM101,Short,1,4972.71,4940.52,2025-06-11 10:53:00,2025-06-11 12:24:00,-106.84,2.09
GC 03-25,SIM101,Long,1,5039.33,5009.56,2025-06-11 13:52:00,2025-06-11 16:53:00,-299.41,6.27
GC 03-25,SIM101,Short,3,5055.47,5010.45,2025-06-11 15:57:00,2025-06-11 19:37:00,23.97,2.09
NQ 03-25,SIM101,Short,1,5060.06,4996.96,2025-06-11 21:30:00,2025-06-11 23:51:00,-210.39,4.18
ES 03-25,SIM101,Long,1,5028.35,5013.92,2025-06-12 07:01:00,2025-06-12 09:51:00,16.0,2.09
GC 03-25,SIM101,Long,1,5014.5,4958.21,2025-06-12 10:47:00,2025-06-12 11:51:00,554.0,8.36
ES 03-25,SIM101,Short,2,5037.3,4966.89,2025-06-12 11:00:00,2025-06-12 14:43:00,-298.42,2.09
NQ 03-25,SIM101,Short,2,5042.4,5091.45,2025-06-12 14:06:00,2025-06-12 15:02:00,-610.6,8.36
CL 03-25,SIM101,Long,2,4942.57,5044.72,2025-06-13 10:14:00,2025-06-13 12:14:00,217.45,4.18
CL 03-25,SIM101,Short,3,5061.35,5033.48,2025-06-13 10:34:00,2025-06-13 14:30:00,92.38,4.18
NQ 03-25,SIM101,Long,3,5006.98,5016.91,2025-06-13 13:36:00,2025-06-13 17:12:00,214.14,4.18
GC 03-25,SIM101,Long,3,5040.72,4986.68,2025-06-13 15:20:00,2025-06-13 16:52:00,-421.16,8.36
NQ 03-25,SIM101,Short,2,5042.74,4971.15,2025-06-16 07:39:00,2025-06-16 11:26:00,-81.19,2.09
GC 03-25,SIM101,Long,3,5016.92,4946.39,2025-06-16 09:46:00,2025-06-16 10:41:00,1443.95,2.09
GC 03-25,SIM101,Short,3,4955.49,4993.26,2025-06-16 13:12:00,2025-06-16 15:19:00,-414.53,4.18
ES 03-25,SIM101,Long,2,4933.24,4932.73,2025-06-16 13:34:00,2025-06-16 14:10:00,-278.71,2.09
GC 03-25,SIM101,Long,2,5037.28,4999.76,2025-06-17 09:36:00,2025-06-17 10:17:00,286.82,2.09
CL 03-25,SIM101,Long,2,4975.6,4967.96,2025-06-17 11:27:00,2025-06-17 12:16:00,784.59,2.09
ES 03-25,SIM101,Short,2,4942.5,4984.46,2025-06-17 15:03:00,2025-06-17 17:28:00,23.39,8.36
CL 03-25,SIM101,Long,1,4980.01,4978.96,2025-06-17 21:54:00,2025-06-17 23:19:00,-72.33,8.36
ES 03-25,SIM101,Long,3,4999.89,5072.03,2025-06-18 07:43:00,2025-06-18 10:25:00,-428.07,2.09
ES 03-25,SIM101,Long,3,5062.55,5077.75,2025-06-18 09:03:00,2025-06-18 10:50:00,467.81,8.36
NQ 03-25,SIM101,Short,2,4957.11,4954.98,2025-06-18 10:31:00,2025-06-18 13:37:00,178.29,4.18
NQ 03-25,SIM101,Long,3,5018.47,5088.91,2025-06-18 11:01:00,2025-06-18 14:39:00,214.05,2.09
GC 03-25,SIM101,Short,2,5006.28,5038.67,2025-06-19 07:00:00,2025-06-19 07:04:00,-526.24,6.27
ES 03-25,SIM101,Short,3,4982.22,5025.32,2025-06-19 14:49:00,2025-06-19 18:35:00,-77.92,4.18
GC 03-25,SIM101,Short,1,4959.43,5046.79,2025-06-19 15:06:00,2025-06-19 18:48:00,451.21,4.18
NQ 03-25,SIM101,Short,3,5056.92,4901.22,2025-06-19 21:51:00,2025-06-20 00:38:00,-208.73,4.18
NQ 03-25,SIM101,Short,2,4991.83,5012.15,2025-06-20 07:26:00,2025-06-20 08:37:00,-81.42,4.18
GC 03-25,SIM101,Short,1,5011.99,5072.86,2025-06-20 11:20:00,2025-06-20 12:24:00,401.62,4.18
GC 03-25,SIM101,Long,1,4990.04,4984.12,2025-06-20 11:42:00,2025-06-20 15:26:00,-563.43,6.27
ES 03-25,SIM101,Long,3,5072.72,5054.06,2025-06-20 13:04:00,2025-06-20 16:36:00,-219.44,8.36
NQ 03-25,SIM101,Short,3,5012.66,4977.7,2025-06-23 10:17:00,2025-06-23 11:14:00,202.88,2.09
CL 03-25,SIM101,Short,1,4982.49,4962.2,2025-06-23 13:41:00,2025-06-23 14:39:00,89.02,8.36
CL 03-25,SIM101,Short,1,5036.18,5021.1,2025-06-23 14:54:00,2025-06-23 15:18:00,-162.9,2.09
ES 03-25,SIM101,Short,1,5006.39,4988.72,2025-06-23 15:10:00,2025-06-23 17:43:00,192.27,2.09
GC 03-25,SIM101,Long,2,4960.53,4976.11,2025-06-24 07:11:00,2025-06-24 08:06:00,23.27,6.27
NQ 03-25,SIM101,Short,3,4940.54,4992.24,2025-06-24 09:18:00,2025-06-24 13:17:00,782.23,2.09
NQ 03-25,SIM101,Short,2,4975.86,5007.73,2025-06-24 13:56:00,2025-06-24 15:38:00,30.49,4.18
CL 03-25,SIM101,Long,1,4977.98,5033.13,2025-06-24 19:05:00,2025-06-24 22:54:00,47.44,6.27
CL 03-25,SIM101,Long,2,4936.63,5000.14,2025-06-25 07:16:00,2025-06-25 09:40:00,337.18,8.36
NQ 03-25,SIM101,Short,2,4915.65,5007.77,2025-06-25 14:31:00,2025-06-25 17:55:00,111.78,2.09
CL 03-25,SIM101,Short,1,5003.37,4996.68,2025-06-25 15:49:00,2025-06-25 19:08:00,-30.46,4.18
CL 03-25,SIM101,Long,3,5000.14,4972.98,2025-06-25 19:07:00,2025-06-25 21:16:00,-118.32,8.36
ES 03-25,SIM101,Long,3,5021.4,4968.34,2025-06-26 07:02:00,2025-06-26 08:29:00,412.08,4.18
CL 03-25,SIM101,Short,3,4949.52,4986.04,2025-06-26 09:06:00,2025-06-26 09:30:00,92.16,6.27
CL 03-25,SIM101,Long,1,4996.0,4975.52,2025-06-26 10:23:00,2025-06-26 11:57:00,-99.35,8.36
GC 03-25,SIM101,Long,2,4999.96,4982.03,2025-06-26 13:22:00,2025-06-26 16:57:00,278.99,2.09
GC 03-25,SIM101,Long,1,4982.39,5026.14,2025-06-27 07:34:00,2025-06-27 07:54:00,-295.07,2.09
CL 03-25,SIM101,Long,2,4961.62,5005.36,2025-06-27 11:00:00,2025-06-27 13:25:00,258.68,6.27
NQ 03-25,SIM101,Short,2,4996.93,5004.44,2025-06-27 13:33:00,2025-06-27 13:58:00,-472.46,6.27
ES 03-25,SIM101,Long,2,4975.35,4966.11,2025-06-27 15:41:00,2025-06-27 16:20:00,164.1,6.27
NQ 03-25,SIM101,Short,3,4971.38,4983.98,2025-06-30 09:07:00,2025-06-30 09:16:00,1039.91,6.27
ES 03-25,SIM101,Short,1,4981.62,4986.72,2025-06-30 09:27:00,2025-06-30 13:01:00,-350.75,8.36
NQ 03-25,SIM101,Long,1,4957.73,4974.21,2025-06-30 13:04:00,2025-06-30 14:23:00,117.87,2.09
NQ 03-25,SIM101,Short,2,4955.66,5030.08,2025-06-30 14:12:00,2025-06-30 14:16:00,393.02,6.27
GC 03-25,SIM101,Long,1,4989.47,5074.44,2025-07-01 11:18:00,2025-07-01 11:24:00,426.56,8.36
GC 03-25,SIM101,Short,1,4995.7,5042.61,2025-07-01 13:25:00,2025-07-01 15:24:00,-211.39,8.36
NQ 03-25,SIM101,Long,2,5024.16,4962.96,2025-07-01 15:44:00,2025-07-01 17:33:00,-156.92,6.27
CL 03-25,SIM101,Long,1,4985.57,4985.73,2025-07-01 19:27:00,2025-07-01 19:32:00,674.57,4.18
CL 03-25,SIM101,Short,2,4963.07,5027.0,2025-07-02 07:29:00,2025-07-02 10:29:00,-117.49,4.18
GC 03-25,SIM101,Short,3,4949.0,4989.92,2025-07-02 07:32:00,2025-07-02 08:44:00,346.9,2.09
ES 03-25,SIM101,Short,3,5031.42,5005.0,2025-07-02 11:26:00,2025-07-02 13:08:00,-245.2,4.18
CL 03-25,SIM101,Short,1,4974.02,4951.73,2025-07-02 14:58:00,2025-07-02 18:24:00,-263.89,6.27
GC 03-25,SIM101,Long,2,4952.73,4951.32,2025-07-03 11:17:00,2025-07-03 12:46:00,292.12,4.18
CL 03-25,SIM101,Long,3,5053.21,5023.69,2025-07-03 13:29:00,2025-07-03 16:45:00,322.99,2.09
NQ 03-25,SIM101,Short,2,5036.8,4972.73,2025-07-03 14:41:00,2025-07-03 14:45:00,508.34,6.27
NQ 03-25,SIM101,Long,1,4973.21,5027.29,2025-07-03 19:05:00,2025-07-03 21:56:00,-497.42,8.36
GC 03-25,SIM101,Long,3,4992.38,5038.48,2025-07-04 03:10:00,2025-07-04 05:42:00,-35.07,6.27
GC 03-25,SIM101,Long,3,4962.42,4970.88,2025-07-04 07:23:00,2025-07-04 09:49:00,575.68,8.36
CL 03-25,SIM101,Long,2,4990.9,4967.85,2025-07-04 10:21:00,2025-07-04 11:28:00,476.64,4.18
CL 03-25,SIM101,Long,1,5051.95,5064.77,2025-07-04 14:28:00,2025-07-04 15:05:00,-334.1,4.18
GC 03-25,SIM101,Short,1,4991.84,4995.74,2025-07-07 11:49:00,2025-07-07 14:08:00,378.0,2.09
CL 03-25,SIM101,Short,3,5037.74,5017.7,2025-07-07 15:11:00,2025-07-07 18:35:00,317.68,8.36
GC 03-25,SIM101,Short,2,5048.89,5017.09,2025-07-07 19:42:00,2025-07-07 20:03:00,-217.04,4.18
GC 03-25,SIM101,Long,3,4923.61,4995.49,2025-07-07 21:52:00,2025-07-07 22:32:00,804.25,8.36
NQ 03-25,SIM101,Short,1,4968.02,5004.81,2025-07-08 03:04:00,2025-07-08 05:15:00,-310.62,4.18
ES 03-25,SIM101,Long,3,5050.5,5029.9,2025-07-08 03:26:00,2025-07-08 03:50:00,266.96,8.36
ES 03-25,SIM101,Short,1,4973.71,4994.7,2025-07-08 07:35:00,2025-07-08 08:31:00,-306.74,6.27
NQ 03-25,SIM101,Short,2,4973.31,4928.88,2025-07-08 11:52:00,2025-07-08 12:10:00,-207.9,6.27
ES 03-25,SIM101,Short,2,4968.01,4984.97,2025-07-09 03:10:00,2025-07-09 05:13:00,55.12,2.09
GC 03-25,SIM101,Short,1,5032.78,4979.45,2025-07-09 07:19:00,2025-07-09 09:48:00,-247.74,6.27
ES 03-25,SIM101,Short,2,4993.13,4983.01,2025-07-09 21:33:00,2025-07-09 21:52:00,-302.91,4.18
ES 03-25,SIM101,Short,1,5095.14,5041.5,2025-07-09 21:34:00,2025-07-09 22:33:00,353.51,2.09
GC 03-25,SIM101,Short,1,5009.41,4935.34,2025-07-10 03:13:00,2025-07-10 06:28:00,394.61,2.09
ES 03-25,SIM101,Long,2,4915.3,5026.98,2025-07-10 10:08:00,2025-07-10 10:35:00,491.91,8.36
NQ 03-25,SIM101,Long,3,4948.19,4950.23,2025-07-10 15:09:00,2025-07-10 18:02:00,-223.58,8.36
ES 03-25,SIM101,Long,1,5003.6,4977.32,2025-07-10 15:38:00,2025-07-10 18:10:00,-151.24,6.27
GC 03-25,SIM101,Short,1,5073.26,5020.27,2025-07-11 11:12:00,2025-07-11 12:35:00,266.91,4.18
GC 03-25,SIM101,Long,3,5036.77,4965.58,2025-07-11 13:22:00,2025-07-11 14:20:00,61.73,6.27
CL 03-25,SIM101,Long,3,4971.39,5051.89,2025-07-11 14:08:00,2025-07-11 15:27:00,555.39,4.18
GC 03-25,SIM101,Short,1,4975.42,5039.72,2025-07-11 21:20:00,2025-07-11 21:51:00,-199.48,6.27
ES 03-25,SIM101,Short,3,4934.02,4986.92,2025-07-14 07:04:00,2025-07-14 07:08:00,-57.78,2.09
ES 03-25,SIM101,Short,1,5038.64,4986.34,2025-07-14 11:27:00,2025-07-14 12:04:00,-202.21,4.18
CL 03-25,SIM101,Short,1,4932.73,4982.52,2025-07-14 15:51:00,2025-07-14 19:43:00,201.39,8.36
NQ 03-25,SIM101,Long,2,5028.84,4896.62,2025-07-14 19:47:00,2025-07-14 20:15:00,175.72,2.09
NQ 03-25,SIM101,Short,2,5035.17,4968.4,2025-07-15 07:12:00,2025-07-15 08:52:00,-104.9,6.27
NQ 03-25,SIM101,Short,3,5014.49,4971.06,2025-07-15 09:56:00,2025-07-15 12:36:00,280.12,6.27
ES 03-25,SIM101,Short,1,5044.55,5004.23,2025-07-15 15:30:00,2025-07-15 19:19:00,-332.26,8.36
NQ 03-25,SIM101,Long,2,5085.9,5024.93,2025-07-15 21:53:00,2025-07-16 00:54:00,-126.49,8.36
NQ 03-25,SIM101,Long,2,4967.62,4866.3,2025-07-16 03:21:00,2025-07-16 06:08:00,-245.97,8.36
NQ 03-25,SIM101,Long,1,5069.53,4966.84,2025-07-16 10:21:00,2025-07-16 13:39:00,469.43,2.09
GC 03-25,SIM101,Long,3,4914.54,5026.7,2025-07-16 10:57:00,2025-07-16 11:13:00,-56.94,4.18
CL 03-25,SIM101,Long,1,4983.99,5024.32,2025-07-16 14:25:00,2025-07-16 16:56:00,-147.27,4.18
NQ 03-25,SIM101,Long,2,4991.35,5058.08,2025-07-17 14:14:00,2025-07-17 14:37:00,-124.59,4.18
CL 03-25,SIM101,Short,2,4995.99,4976.51,2025-07-17 14:24:00,2025-07-17 16:42:00,402.13,6.27
CL 03-25,SIM101,Long,1,5045.29,4948.94,2025-07-17 15:07:00,2025-07-17 18:07:00,-631.27,2.09
ES 03-25,SIM101,Long,3,4990.71,4998.3,2025-07-17 15:53:00,2025-07-17 17:52:00,-27.1,2.09
GC 03-25,SIM101,Long,1,4962.43,5021.05,2025-07-18 10:33:00,2025-07-18 13:11:00,464.74,6.27
ES 03-25,SIM101,Long,1,4960.59,4957.22,2025-07-18 15:33:00,2025-07-18 16:14:00,-251.41,6.27
ES 03-25,SIM101,Long,1,4983.99,4962.08,2025-07-18 15:40:00,2025-07-18 15:46:00,506.52,6.27
ES 03-25,SIM101,Short,1,5020.37,4950.04,2025-07-18 21:36:00,2025-07-18 21:47:00,-537.88,8.36
GC 03-25,SIM101,Short,1,4955.55,5023.05,2025-07-21 09:02:00,2025-07-21 12:58:00,-198.32,6.27
CL 03-25,SIM101,Short,3,4970.01,4950.63,2025-07-21 13:34:00,2025-07-21 13:54:00,355.46,2.09
CL 03-25,SIM101,Long,1,4972.28,5003.09,2025-07-21 15:15:00,2025-07-21 16:03:00,-452.7,2.09
CL 03-25,SIM101,Short,3,5017.8,4998.28,2025-07-21 15:22:00,2025-07-21 15:52:00,-163.99,4.18
ES 03-25,SIM101,Short,2,5010.86,4988.72,2025-07-22 09:41:00,2025-07-22 10:34:00,-15.34,4.18
GC 03-25,SIM101,Short,3,4953.33,5014.33,2025-07-22 11:13:00,2025-07-22 14:06:00,-123.64,6.27
NQ 03-25,SIM101,Long,3,4949.91,4999.0,2025-07-22 11:56:00,2025-07-22 15:33:00,254.91,4.18
NQ 03-25,SIM101,Long,3,4968.97,4947.14,2025-07-22 14:59:00,2025-07-22 16:53:00,206.8,6.27
ES 03-25,SIM101,Short,2,5010.62,4962.46,2025-07-23 10:48:00,2025-07-23 11:00:00,-68.35,2.09
ES 03-25,SIM101,Short,2,5049.56,5012.85,2025-07-23 13:04:00,2025-07-23 16:21:00,588.23,6.27
ES 03-25,SIM101,Long,3,5003.38,5068.65,2025-07-23 15:07:00,2025-07-23 15:47:00,410.92,2.09
CL 03-25,SIM101,Long,2,4970.66,5029.07,2025-07-23 19:48:00,2025-07-23 23:46:00,-88.6,8.36
ES 03-25,SIM101,Short,2,5082.72,5001.69,2025-07-24 09:29:00,2025-07-24 13:01:00,-87.12,4.18
GC 03-25,SIM101,Short,1,5030.63,5008.82,2025-07-24 14:00:00,2025-07-24 14:20:00,82.05,2.09
NQ 03-25,SIM101,Short,2,4902.82,4964.88,2025-07-24 19:31:00,2025-07-24 23:30:00,273.57,6.27
NQ 03-25,SIM101,Short,3,5025.04,5056.83,2025-07-24 19:56:00,2025-07-24 23:51:00,745.76,8.36
ES 03-25,SIM101,Long,1,5044.63,5044.62,2025-07-25 03:13:00,2025-07-25 05:22:00,151.49,4.18
GC 03-25,SIM101,Short,3,5041.44,4911.12,2025-07-25 07:52:00,2025-07-25 08:09:00,433.26,4.18
GC 03-25,SIM101,Short,2,4976.69,5027.79,2025-07-25 19:30:00,2025-07-25 22:52:00,-146.09,8.36
GC 03-25,SIM101,Short,1,4934.45,4928.5,2025-07-25 19:41:00,2025-07-25 21:12:00,-171.59,8.36
GC 03-25,SIM101,Short,2,5001.67,4998.04,2025-07-28 07:41:00,2025-07-28 10:45:00,199.51,8.36
NQ 03-25,SIM101,Long,3,5024.92,5049.23,2025-07-28 10:21:00,2025-07-28 12:23:00,273.12,8.36
NQ 03-25,SIM101,Long,3,5020.43,4967.92,2025-07-28 11:08:00,2025-07-28 12:00:00,-440.26,2.09
GC 03-25,SIM101,Short,1,5012.39,5003.09,2025-07-28 19:42:00,2025-07-28 20:31:00,-433.78,2.09
CL 03-25,SIM101,Long,1,4969.71,4991.02,2025-07-29 03:31:00,2025-07-29 05:30:00,-262.68,6.27
ES 03-25,SIM101,Long,1,5002.54,4868.61,2025-07-29 03:57:00,2025-07-29 07:41:00,172.43,6.27
CL 03-25,SIM101,Long,2,4996.37,5083.35,2025-07-29 09:56:00,2025-07-29 11:11:00,-142.95,6.27
CL 03-25,SIM101,Short,3,4977.92,5023.36,2025-07-29 14:57:00,2025-07-29 16:14:00,245.3,2.09
GC 03-25,SIM101,Short,3,5071.28,4895.87,2025-07-30 10:42:00,2025-07-30 14:16:00,-145.23,2.09
ES 03-25,SIM101,Short,1,4986.29,5059.05,2025-07-30 11:57:00,2025-07-30 11:59:00,46.65,6.27
GC 03-25,SIM101,Short,2,4987.03,4972.13,2025-07-30 13:40:00,2025-07-30 17:28:00,454.08,8.36
ES 03-25,SIM101,Long,1,5072.82,4977.22,2025-07-30 14:46:00,2025-07-30 18:27:00,-247.52,2.09
