Instrument,Account,Market pos.,Quantity,Entry price,Exit price,Entry time,Exit time,Profit,Commission
NQ 03-25,SIM101,Short,3,5020.22,4972.56,2025-06-09 10:58:00,2025-06-09 13:40:00,454.96,2.09
ES 03-25,SIM101,Short,2,5011.77,4936.45,2025-06-09 13:33:00,2025-06-09 14:35:00,178.85,8.36
ES 03-25,SIM101,Long,1,5030.85,5027.77,2025-06-09 21:19:00,2025-06-09 23:22:00,-335.01,4.18
CL 03-25,SIM101,Long,3,5055.65,5128.84,2025-06-10 07:35:00,2025-06-10 08:53:00,-110.58,2.09
GC 03-25,SIM101,Long,1,5005.64,5022.63,2025-06-10 07:39:00,2025-06-10 08:19:00,-38.57,4.18
CL 03-25,SIM101,Short,2,4924.2,5045.9,2025-06-10 11:38:00,2025-06-10 11:44:00,-501.77,2.09
GC 03-25,SIM101,Short,1,4956.07,4907.39,2025-06-10 14:36:00,2025-06-10 17:02:00,290.49,6.27
NQ 03-25,SIM101,Short,2,4985.42,4947.71,2025-06-11 10:24:00,2025-06-11 11:22:00,262.54,2.09
GC 03-25,SIM101,Long,3,4926.01,4998.69,2025-06-11 11:42:00,2025-06-11 13:55:00,41.25,6.27
CL 03-25,SIM101,Short,1,5001.75,4939.63,2025-06-11 13:54:00,2025-06-11 16:18:00,520.0,4.18
GC 03-25,SIM101,Short,3,4986.25,4890.66,2025-06-11 15:55:00,2025-06-11 18:47:00,580.7,4.18
GC 03-25,SIM101,Long,3,4967.0,4990.73,2025-06-12 07:41:00,2025-06-12 08:17:00,-7.91,4.18
CL 03-25,SIM101,Long,3,5018.92,5003.86,2025-06-12 10:13:00,2025-06-12 10:44:00,383.23,8.36
ES 03-25,SIM101,Long,1,4938.55,5067.69,2025-06-12 10:27:00,2025-06-12 11:11:00,-74.96,8.36
GC 03-25,SIM101,Long,3,5004.28,4998.27,2025-06-12 14:41:00,2025-06-12 18:21:00,169.17,4.18
ES 03-25,SIM101,Short,3,5022.23,4963.3,2025-06-13 07:26:00,2025-06-13 10:01:00,123.99,4.18
CL 03-25,SIM101,Short,2,4938.94,4932.19,2025-06-13 10:16:00,2025-06-13 11:22:00,-227.43,8.36
NQ 03-25,SIM101,Short,1,4985.25,5011.98,2025-06-13 19:44:00,2025-06-13 21:25:00,324.79,8.36
ES 03-25,SIM101,Long,1,5010.72,5003.18,2025-06-13 21:26:00,2025-06-13 23:43:00,-368.06,2.09
ES 03-25,SIM101,Long,2,5035.13,4975.51,2025-06-16 03:01:00,2025-06-16 03:24:00,-598.35,8.36
NQ 03-25,SIM101,Long,2,5033.67,4954.25,2025-06-16 07:34:00,2025-06-16 08:59:00,-100.59,6.27
ES 03-25,SIM101,Short,1,4937.35,5007.82,2025-06-16 15:03:00,2025-06-16 16:34:00,187.83,8.36
ES 03-25,SIM101,Short,1,5021.45,4984.41,2025-06-16 15:36:00,2025-06-16 15:39:00,-60.91,8.36
CL 03-25,SIM101,Short,3,5024.3,5020.44,2025-06-17 11:34:00,2025-06-17 12:43:00,814.22,4.18
GC 03-25,SIM101,Short,3,4966.8,5042.92,2025-06-17 13:08:00,2025-06-17 16:46:00,306.34,6.27
CL 03-25,SIM101,Long,2,5023.72,5001.43,2025-06-17 14:29:00,2025-06-17 15:09:00,777.36,2.09
GC 03-25,SIM101,Long,3,4986.67,4943.55,2025-06-17 15:18:00,2025-06-17 18:56:00,-42.81,6.27
NQ 03-25,SIM101,Long,3,5006.59,5047.24,2025-06-18 09:13:00,2025-06-18 10:56:00,136.04,8.36
NQ 03-25,SIM101,Long,2,5021.38,4961.08,2025-06-18 11:21:00,2025-06-18 13:37:00,-229.81,4.18
ES 03-25,SIM101,Short,1,4996.27,4965.87,2025-06-18 13:01:00,2025-06-18 13:39:00,-105.3,2.09
GC 03-25,SIM101,Long,1,5035.08,5013.71,2025-06-18 15:20:00,2025-06-18 16:57:00,831.75,6.27
CL 03-25,SIM101,Long,1,5066.99,5001.32,2025-06-19 03:17:00,2025-06-19 05:59:00,-132.35,6.27
CL 03-25,SIM101,Long,1,5048.33,5067.4,2025-06-19 07:06:00,2025-06-19 10:27:00,163.58,8.36
GC 03-25,SIM101,Long,3,4948.47,5021.5,2025-06-19 14:03:00,2025-06-19 14:13:00,-161.08,6.27
CL 03-25,SIM101,Long,1,4982.18,5010.28,2025-06-19 15:52:00,2025-06-19 18:05:00,-186.22,8.36
CL 03-25,SIM101,Short,1,4984.35,5032.99,2025-06-20 03:03:00,2025-06-20 06:08:00,-33.64,6.27
GC 03-25,SIM101,Long,2,5024.79,5034.16,2025-06-20 03:57:00,2025-06-20 07:20:00,-212.76,8.36
CL 03-25,SIM101,Long,2,5049.47,4992.97,2025-06-20 10:50:00,2025-06-20 13:44:00,-196.62,4.18
ES 03-25,SIM101,Long,1,4972.42,5082.21,2025-06-20 13:02:00,2025-06-20 15:42:00,-281.76,6.27
CL 03-25,SIM101,Long,3,5016.91,5034.8,2025-06-23 13:32:00,2025-06-23 14:36:00,239.45,4.18
CL 03-25,SIM101,Long,2,4912.35,5002.84,2025-06-23 19:20:00,2025-06-23 20:24:00,37.7,6.27
CL 03-25,SIM101,Long,3,4986.45,5009.83,2025-06-23 21:43:00,2025-06-23 23:03:00,-285.84,8.36
ES 03-25,SIM101,Long,1,5039.78,5027.3,2025-06-23 21:50:00,2025-06-24 01:02:00,570.15,6.27
CL 03-25,SIM101,Short,3,5015.16,5005.95,2025-06-24 07:38:00,2025-06-24 08:52:00,-244.76,6.27
GC 03-25,SIM101,Short,3,5000.35,5013.64,2025-06-24 09:52:00,2025-06-24 11:03:00,-434.92,4.18
NQ 03-25,SIM101,Short,3,5022.63,5001.91,2025-06-24 15:33:00,2025-06-24 18:29:00,219.37,4.18
NQ 03-25,SIM101,Short,1,5003.41,5043.46,2025-06-24 21:40:00,2025-06-24 21:43:00,-171.41,4.18
ES 03-25,SIM101,Short,1,5024.61,4962.37,2025-06-25 11:49:00,2025-06-25 14:22:00,289.82,8.36
GC 03-25,SIM101,Long,3,5012.58,4999.55,2025-06-25 15:55:00,2025-06-25 16:14:00,58.38,4.18
NQ 03-25,SIM101,Short,2,5041.2,4975.79,2025-06-25 21:01:00,2025-06-26 00:32:00,-374.56,2.09
NQ 03-25,SIM101,Long,1,5057.57,5091.55,2025-06-25 21:39:00,2025-06-26 01:20:00,-51.55,2.09
